Satellite Name,ADM,ORG,Long_nom,Date of bringing into use,Status,Expiry Date for Bringing Into Use,Provision,
EXPRESS-5B,RUS,,53,21.04.2004,C,,11.2,
EXPRESS-5B,RUS,,53,21.04.2006,C,,11.2,
EXPRESS-5KA,RUS,,53,22.04.2015,C,,11.2,
EXPRESS-5P,RUS,,53,22.04.2015,C,,A30B#8.1,
EXPRESS-6,RUS,,80,31.12.1996,C,,11.2,
EXPRESS-6,RUS,,80,20.12.1999,C,,11.2,
EXPRESS-6B,RUS,,80,21.04.2006,C,,11.2,
EXPRESS-6KA,RUS,,80,03.12.2014,C,,11.2,
EXPRESS-7,RUS,,90,06.09.1999,C,,11.2,
EXPRESS-7,RUS,,90,10.09.1999,C,,11.2,
EXPRESS-7,RUS,,90,01.05.2005,C,,11.2,
EXPRESS-7B,RUS,,90,01.02.2004,C,,11.2,
EXPRESS-7C,RUS,,90,20.11.2012,C,,11.2,
EXPRESS-8,RUS,,96.5,26.04.2000,C,,11.2,
EXPRESS-8,RUS,,96.5,30.06.2000,C,,11.2,
EXPRESS-8B,RUS,,96.5,21.04.2006,C,,11.2,
EXPRESS-9,RUS,,103,20.06.2000,C,,11.2,
EXPRESS-9B,RUS,,103,21.04.2006,C,,11.2,
EXPRESS-9P,RUS,,103,29.04.2022,C,,A30B#8.1,
EXPRESS-B 11W,RUS,,-11,01.06.2016,C,,11.2,
EYESAT,F,,N-GSO,19.12.2019,C,,11.2,
FACSAT-2,CLM,,N-GSO,01.04.2023,N,09.12.2028,11.2,
FALAK-1,UAE,,N-GSO,18.01.2025,N,18.01.2025,11.2,
FALCONEYE,UAE,,N-GSO,02.12.2020,C,,11.2,
FALCONSAT,USA,,N-GSO,09.03.2009,C,,11.2,
FLTSATCOM W PAC,USA,,172,03.11.1980,C,,11.2,
FLTSATCOM-A INDOC-4,USA,,100,24.04.2003,C,,11.2,
FLTSATCOM-C E ATL-1,USA,,-22.5,31.12.1995,C,,11.2,
FLTSATCOM-C E ATL-1,USA,,-22.5,09.01.1996,C,,11.2,
FLTSATCOM-C E ATL-1,USA,,-22.5,21.10.1996,C,,11.2,
FLTSATCOM-C E ATL-2,USA,,-15.5,02.11.1994,C,,11.2,
FLTSATCOM-C E ATL-2,USA,,-15.5,31.12.1995,C,,11.2,
FLTSATCOM-C E ATL-2,USA,,-15.5,09.01.1996,C,,11.2,
FLTSATCOM-C E PAC-1,USA,,-105,09.01.1996,C,,11.2,
FLTSATCOM-C E PAC-2,USA,,-100,31.07.1996,C,,11.2,
FLTSATCOM-C INDOC-1,USA,,29,09.01.1996,C,,11.2,
FLTSATCOM-C INDOC-1,USA,,29,23.04.2000,C,,11.2,
FLTSATCOM-C INDOC-2,USA,,72,12.01.1994,C,,11.2,
FLTSATCOM-C INDOC-2,USA,,72,06.12.1995,C,,11.2,
FLTSATCOM-C INDOC-2,USA,,72,09.01.1996,C,,11.2,
FLTSATCOM-C INDOC-3,USA,,75,06.09.1995,C,,11.2,
FLTSATCOM-C INDOC-3,USA,,75,09.01.1996,C,,11.2,
FLTSATCOM-C W PAC-1,USA,,172,31.12.1995,C,,11.2,
FLTSATCOM-C W PAC-1,USA,,172,16.03.1998,C,,11.2,
FLTSATCOM-C W PAC-2,USA,,-177,10.05.1995,C,,11.2,
FLTSATCOM-C W PAC-2,USA,,-177,09.01.1996,C,,11.2,
FLTSATCOM-C W PAC-2,USA,,-177,10.05.1998,C,,11.2,
FLTSATCOM-C W PAC-3,USA,,-145,09.01.1996,C,,11.2,
FLYING LAPTOP,D,,N-GSO,18.07.2017,C,,11.2,
F-MILSATCOM3-45E,F,,45,12.05.2022,C,,11.2,
FMS5-45.5E,F,,45.5,28.11.2025,N,28.11.2025,11.2,
FMS5-45E,F,,45,12.05.2022,C,,11.2,
FMS5-46E,F,,46,28.11.2025,N,28.11.2025,11.2,
FMS-LEO,F,,N-GSO,13.10.2027,N,13.10.2027,11.2,
FORTRAN,CHN,,N-GSO,12.02.2025,N,12.02.2025,11.2,
FOTON-1,RUS,,-13.5,01.10.1994,C,,A30B#8.1,
FOTON-1,RUS,,-13.5,01.10.1994,C,,11.2,
FOTON-2,RUS,,80,01.10.1994,C,,11.2,
FOTON-2,RUS,,80,01.10.1994,C,,A30B#8.1,
FOTON-3,RUS,,-168,01.10.1994,C,,11.2,
FOTON-3,RUS,,-168,01.10.1994,C,,A30B#8.1,
F-SAT-30B,F,,9,24.02.2009,C,,A30B#8.1,
F-SAT-B1-E-3E,F,,3,03.07.2015,C,,11.2,
F-SAT-C-E-10E,F,,10,19.05.2009,C,,11.2,
F-SAT-E-30B-13E,F,,13,12.02.2009,C,,A30B#8.1,
F-SAT-E-30B-16E,F,,16,09.11.2011,C,,A30B#8.1,
F-SAT-E-30B-172E,F,,172,20.11.2017,C,,A30B#8.1,
F-SAT-E-30B-21.5E,F,,21.5,21.01.2013,C,,A30B#8.1,
F-SAT-E-30B-28.5E,F,,28.5,18.06.2015,C,,A30B#8.1,
F-SAT-E-30B-33E,F,,33,08.04.2016,C,,A30B#8.1,
F-SAT-E-30B-48.2E,F,,48,01.03.2014,C,,A30B#8.1,
F-SAT-E-30B-61W,F,,-61,15.12.2009,C,,A30B#8.1,
F-SAT-E-30B-70.5E,F,,70.5,16.01.2013,C,,A30B#8.1,
F-SAT-E-30B-7E,F,,7,15.07.2014,C,,A30B#8.1,
F-SAT-E-30B-7W,F,,-7,18.07.2013,C,,A30B#8.1,
F-SAT-E-30B-8W,F,,-8,01.10.2015,C,,A30B#8.1,
F-SAT-E-30B-9E,F,,9,08.03.2016,C,,A30B#8.1,
F-SAT-E-BSS-12W,F,,-12.5,30.09.2017,C,,5.1.2,
F-SAT-E-BSS-12W,F,,-12.5,30.09.2017,C,,5.1.6,
F-SAT-E-BSS-13E,F,,13,17.03.2016,C,,5.1.2,
F-SAT-E-BSS-13E,F,,13,17.03.2016,C,,5.1.6,
F-SAT-E-BSS-7W,F,,-7,09.04.2013,C,,5.1.2,
F-SAT-E-BSS-7W,F,,-7,09.04.2013,C,,5.1.6,
F-SAT-KA-E-7E,F,,7,20.06.2010,C,,11.2,
F-SAT-KA-E-9E,F,,9,31.05.2011,C,,11.2,
F-SAT-KA-E-9E,F,,9,24.06.2012,C,,11.2,
F-SAT-KU2-E-10E,F,,10,05.02.2010,C,,11.2,
F-SAT-KU2-E-12.5W,F,,-12.5,05.02.2010,C,,11.2,
F-SAT-KU2-E-13E,F,,13,05.02.2010,C,,11.2,
F-SAT-KU2-E-16E,F,,16,05.02.2010,C,,11.2,
F-SAT-KU2-E-7E,F,,7,05.02.2010,C,,11.2,
F-SAT-KU3-E-25.5E,F,,25.5,05.02.2010,C,,11.2,
F-SAT-KU3-E-33E,F,,33,05.02.2010,C,,11.2,
F-SAT-KU3-E-36E,F,,36,05.02.2010,C,,11.2,
F-SAT-KU3-E-70.5E,F,,70.5,05.02.2010,C,,11.2,
F-SAT-KU-E-5W,F,,-5,09.09.2002,C,,11.2,
F-SAT-KU-E-7W,F,,-7,15.10.2013,C,,11.2,
F-SAT-KU-E-8W,F,,-8,18.10.2001,C,,11.2,
F-SAT-N-172E,F,,172,20.11.2017,C,,11.2,
F-SAT-N3-10E,F,,10,19.06.2017,C,,11.2,
F-SAT-N3-10E,F,,10,01.01.2018,C,,11.2,
F-SAT-N3-12.5W,F,,-12.5,15.02.2016,C,,11.2,
F-SAT-N3-13E,F,,13,01.01.2018,C,,11.2,
F-SAT-N3-16E,F,,16,01.01.2018,C,,11.2,
F-SAT-N3-21.5E,F,,21.5,15.02.2016,C,,11.2,
F-SAT-N3-25.5E,F,,25.5,02.01.2019,C,,11.2,
F-SAT-N3-25.5E,F,,25.5,01.11.2019,C,,11.2,
F-SAT-N3-33E,F,,33,01.01.2018,C,,11.2,
F-SAT-N3-36E,F,,36,01.01.2018,C,,11.2,
F-SAT-N3-3E,F,,3,01.01.2018,C,,11.2,
F-SAT-N3-48E,F,,48,01.01.2018,C,,11.2,
F-SAT-N3-48E,F,,48,29.04.2019,C,,11.2,
F-SAT-N3-5W,F,,-5,15.02.2016,C,,11.2,
F-SAT-N3-70.5E,F,,70.5,01.01.2018,C,,11.2,
F-SAT-N3-7E,F,,7,27.01.2020,C,,11.2,
F-SAT-N3-7W,F,,-7,01.01.2018,C,,11.2,
F-SAT-N3-8W,F,,-8,15.02.2016,C,,11.2,
F-SAT-N3-9E,F,,9,01.01.2018,C,,11.2,
F-SAT-N4-133W,F,,-133,01.09.2018,C,,11.2,
F-SAT-N4-139W,F,,-139,01.03.2021,C,,11.2,
F-SAT-N4-65W,F,,-65,01.01.2017,C,,11.2,
F-SAT-N5-25.5E,F,,25.5,02.01.2019,C,,11.2,
F-SAT-N5-25.5E,F,,25.5,01.11.2019,C,,11.2,
F-SAT-N5-48E,F,,48,01.01.2022,C,,11.2,
F-SAT-N5-7E,F,,7,27.01.2020,C,,11.2,
F-SAT-N5-7E,F,,7,10.11.2020,C,,11.2,
F-SAT-N5-9E,F,,9,01.01.2018,C,,11.2,
F-SAT-N-A-25.5E,F,,25.5,02.01.2019,C,,11.2,
F-SAT-N-E-10E,F,,10,15.02.2016,C,,11.2,
F-SAT-N-E-12.5W,F,,-12.5,15.02.2016,C,,11.2,
F-SAT-N-E-13E,F,,13,15.02.2016,C,,11.2,
F-SAT-N-E-16E,F,,16,15.02.2016,C,,11.2,
F-SAT-N-E-21.5E,F,,21.5,15.02.2016,C,,11.2,
F-SAT-N-E-25.5E,F,,25.5,15.02.2016,C,,11.2,
F-SAT-N-E-33E,F,,33,30.01.2016,C,,11.2,
F-SAT-N-E-36E,F,,36,15.02.2016,C,,11.2,
F-SAT-N-E-3E,F,,3,15.02.2016,C,,11.2,
F-SAT-N-E-48E,F,,48,15.02.2016,C,,11.2,
F-SAT-N-E-5W,F,,-5,15.02.2016,C,,11.2,
F-SAT-N-E-70.5E,F,,70.5,15.02.2016,C,,11.2,
F-SAT-N-E-7E,F,,7,15.02.2016,C,,11.2,
F-SAT-N-E-8W,F,,-8,28.07.2014,C,,11.2,
F-SAT-N-E-8W,F,,-8,15.02.2016,C,,11.2,
F-SAT-NG-8,F,,N-GSO,31.08.2021,C,,11.2,
F-SAT-S-E-10E,F,,10,01.03.2010,C,,11.2,
F-SAT-T-E-13E,F,,13,17.03.2016,C,,11.2,
F-SAT-T-E-36E,F,,36,06.01.2010,C,,11.2,
F-SAT-T-E-9E,F,,9,08.03.2016,C,,11.2,
FUNCUBE-1,HOL,,N-GSO,10.11.2012,C,,11.2,
FY-1,CHN,,N-GSO,07.09.1988,C,,11.2,
FY-2A,CHN,,105,01.12.1996,C,,11.2,
FY-2AS,CHN,,105,19.10.2004,C,,11.2,
FY-2B,CHN,,86.5,18.05.2000,C,,11.2,
FY-2BS,CHN,,86.5,20.10.2004,C,,11.2,
FY-2C,CHN,,123.5,20.10.2004,C,,11.2,
FY-2CS,CHN,,123.5,20.10.2004,C,,11.2,
FY-3,CHN,,N-GSO,27.05.2008,C,,11.2,
FY-3-A,CHN,,N-GSO,15.11.2017,C,,11.2,
FYGEOSAT-105E,CHN,,105,01.08.2015,C,,11.2,
FYGEOSAT-105E,CHN,,105,25.05.2017,C,,11.2,
FYGEOSAT-112E,CHN,,112,13.01.2012,C,,11.2,
FYGEOSAT-123.5E,CHN,,123.5,12.06.2015,C,,11.2,
FYGEOSAT-86.5E,CHN,,86.5,03.06.2015,C,,11.2,
FYGEOSAT-99.5E,CHN,,99.5,06.01.2015,C,,11.2,
FYGEOSAT-A-123.5E,CHN,,123.5,15.12.2021,C,,11.2,
G4SAT-134E,CHN,,134,02.06.2018,C,,11.2,
G4SAT-138E,CHN,,138,01.11.2018,C,,11.2,
GAIA,F,ESA,N-GSO,19.12.2013,C,,11.2,
GALAXY-1,CHN,,N-GSO,20.11.2022,N,28.12.2025,11.2,
GALILEO-2,F,GLS,N-GSO,27.03.2015,C,,11.2,
GALILEO-M-NAVSTAR,I,GLS,N-GSO,03.03.2006,C,,11.2,
GALILEO-NAV-2004,D,GLS,N-GSO,03.03.2006,C,,11.2,
GALS-1,RUS,,-26.5,29.06.1985,C,,11.2,
GALS-10,RUS,,128,20.10.1994,C,,11.2,
GALS-10,RUS,,128,30.10.2018,C,,11.2,
GALS-11,RUS,,-3,15.09.1995,C,,11.2,
GALS-12,RUS,,15,15.09.1995,C,,11.2,
GALS-13,RUS,,49,01.06.1992,C,,11.2,
GALS-14,RUS,,69,01.02.1994,C,,11.2,
GALS-15,RUS,,1,01.06.1995,C,,11.2,
GALS-16,RUS,,70,01.06.1992,C,,11.2,
GALS-16,RUS,,70,01.06.2009,C,,11.2,
GALS-17,RUS,,12,01.02.1992,C,,11.2,
GALS-2,RUS,,45,29.06.1985,C,,11.2,
GALS-3,RUS,,85,29.06.1985,C,,11.2,
GALS-3,RUS,,85,01.02.2011,C,,11.2,
GALS-4,RUS,,-170,29.06.1985,C,,11.2,
GALS-5,RUS,,130,25.06.1986,C,,11.2,
GALS-6,RUS,,35,25.06.1986,C,,11.2,
GALS-7,RUS,,8,15.10.1994,C,,11.2,
GALS-8,RUS,,23,15.10.1994,C,,11.2,
GALS-9,RUS,,-25,20.10.1994,C,,11.2,
GARUDA-2,INS,,123,12.02.2000,C,,11.2,
GC-1,CHN,,N-GSO,26.04.2013,C,,11.2,
GC-10,CHN,,N-GSO,11.07.2026,N,11.07.2026,11.2,
GC-2,CHN,,N-GSO,19.08.2014,C,,11.2,
GC-3,CHN,,N-GSO,10.08.2016,C,,11.2,
GC-4-105.6E,CHN,,105.6,05.06.2016,C,,11.2,
GC-5,CHN,,N-GSO,09.05.2018,C,,11.2,
GC-5-02,CHN,,N-GSO,07.09.2021,C,,11.2,
GC-5-03,CHN,,N-GSO,28.08.2027,N,28.08.2027,11.2,
GC-7,CHN,,N-GSO,26.09.2024,N,26.09.2024,11.2,
GC-8,CHN,,N-GSO,26.01.2022,C,,11.2,
GC-9,CHN,,N-GSO,26.09.2024,N,26.09.2024,11.2,
GCOM-C1,J,,N-GSO,23.12.2017,C,,11.2,
GCOM-W1,J,,N-GSO,18.05.2012,C,,11.2,
GDL-6,LUX,,19.2,01.02.1989,C,,A30B#8.1,
GDL-6,LUX,,19.2,01.02.1989,C,,11.2,
GDL-6,LUX,,19.2,03.03.1991,C,,11.2,
GDL-6,LUX,,19.2,15.04.1991,C,,11.2,
GDL-6,LUX,,19.2,12.07.1991,C,,A30B#8.1,
GDL-6,LUX,,19.2,01.05.1992,C,,A30B#8.1,
GDL-6,LUX,,19.2,12.05.1993,C,,A30B#8.1,
GDL-6,LUX,,19.2,12.05.1993,C,,11.2,
GDL-6,LUX,,19.2,31.07.1994,C,,A30B#8.1,
GDL-6,LUX,,19.2,01.11.1994,C,,A30B#8.1,
GDL-6,LUX,,19.2,01.11.1994,C,,11.2,
GDL-6,LUX,,19.2,03.12.1997,C,,11.2,
GDL-6,LUX,,19.2,01.01.1998,C,,11.2,
GDL-7,LUX,,19.2,01.11.1994,C,,11.2,
GEESAT-1,CHN,,N-GSO,28.10.2026,N,28.10.2026,11.2,
GEESAT-1,CHN,,N-GSO,11.11.2026,N,11.11.2026,11.2,
GEESAT-1,CHN,,N-GSO,13.11.2026,N,13.11.2026,11.2,
GEESAT-1,CHN,,N-GSO,24.07.2027,N,24.07.2027,11.2,
GENESIS-11,D,,13,28.05.2010,C,,11.2,
GENESIS-8,D,,13,02.01.2009,C,,11.2,
GENESIS-9,D,,63,12.10.2009,C,,11.2,
GEO-IK-2,RUS,,N-GSO,01.09.1998,C,,11.2,
GEO-IK-2,RUS,,N-GSO,15.12.2015,C,,11.2,
GEO-IK-2,RUS,,N-GSO,04.06.2016,C,,11.2,
GEO-KOMPSAT-2-128.2E,KOR,,128.2,06.03.2020,C,,11.2,
GEOSAT-30B,F,,-7,24.05.2009,C,,A30B#8.1,
GEOSAT-3E,F,,3,01.01.2008,C,,11.2,
GEOSAT-3E,F,,3,17.06.2009,C,,11.2,
GEOTAIL,J,,N-GSO,10.11.1992,C,,11.2,
GHGSAT-CX,CAN,,N-GSO,25.05.2022,C,,11.2,
GHGSAT-D,CAN,,N-GSO,22.06.2016,C,,11.2,
GHRCESAT,IND,,N-GSO,28.02.2021,C,,11.2,
GIBSAT A1,G,,-105,27.06.2006,C,,11.2,
GIBSAT-108.2E,G,,108.2,01.05.2016,C,,11.2,
GIBSAT-108.2E,G,,108.2,31.05.2016,C,,11.2,
GIBSAT-108.2E,G,,108.2,01.06.2016,C,,11.2,
GIBSAT-129W,G,,-129,19.08.2015,C,,11.2,
GIBSAT-129W-B,G,,-129,23.12.2017,C,,11.2,
GIBSAT-72.5W,G,,-72.5,03.07.2017,C,,11.2,
GK2-128.2E,KOR,,128.2,21.12.2018,C,,11.2,
GLAST,USA,,N-GSO,11.06.2008,C,,11.2,
GLONASS,RUS,,N-GSO,10.08.1983,C,,11.2,
GLONASS-M,RUS,,N-GSO,26.12.2004,C,,11.2,
GLONASS-M,RUS,,N-GSO,22.01.2006,C,,11.2,
GLONASS-M,RUS,,N-GSO,17.01.2009,C,,11.2,
GLONASS-M,RUS,,N-GSO,01.12.2014,C,,11.2,
GLONASS-M,RUS,,N-GSO,15.02.2016,C,,11.2,
GLONASS-M,RUS,,N-GSO,25.10.2020,C,,11.2,
GLORES,RUS,,N-GSO,01.12.2014,C,,11.2,
GLORES,RUS,,N-GSO,06.07.2024,N,06.07.2024,11.2,
GLORES,RUS,,N-GSO,03.10.2026,N,03.10.2026,11.2,
GOES-EAST-1,USA,,-75,13.04.1994,C,,11.2,
GOES-EAST-1,USA,,-75,01.01.1998,C,,11.2,
GOES-EAST-2,USA,,-75,13.04.2006,C,,11.2,
GOES-EAST-4,USA,,-75,11.12.2017,C,,11.2,
GOES-WEST-4,USA,,-137,12.02.2019,C,,11.2,
GOMS-14.5W,RUS,,-14.5,14.06.2019,C,,11.2,
GOMS-14.5W,RUS,,-14.5,02.09.2021,C,,11.2,
GOMS-166E,RUS,,165.8,26.11.2018,C,,11.2,
GOMS-166E,RUS,,165.8,15.04.2027,N,15.04.2027,11.2,
GOMS-M,RUS,,76,01.12.1994,C,,11.2,
GOMS-M,RUS,,76,20.01.2011,C,,11.2,
GONETS,RUS,,N-GSO,01.03.1999,C,,11.2,
GONETS-M,RUS,,N-GSO,25.12.2005,C,,11.2,
GOSAT,J,,N-GSO,23.01.2009,C,,11.2,
GOSAT-2,J,,N-GSO,29.10.2018,C,,11.2,
GPM,USA,,N-GSO,27.02.2014,C,,11.2,
GRC15002,GRC,,39,18.10.2013,C,,5.1.2,
GRC15002,GRC,,39,18.10.2013,C,,5.1.6,
GRUS,J,,N-GSO,27.12.2018,C,,11.2,
GW,CHN,,N-GSO,11.09.2022,C,,11.2,
GW,CHN,,N-GSO,11.09.2022,N,30.01.2026,11.2,
GW,CHN,,N-GSO,30.01.2026,N,30.01.2026,11.2,
H2M-0.5E,D,,0.5,02.05.2023,N,15.07.2023,11.2,
HAKUTO-R-L1,J,,N-GSO,28.02.2026,N,28.02.2026,11.2,
HAYABUSA2,J,,N-GSO,03.12.2014,C,,11.2,
HAYABUSA2SN,J,,N-GSO,18.06.2015,C,,11.2,
HELLAS-SAT,GRC,,39,25.06.2002,C,,11.2,
HELLAS-SAT,GRC,,39,26.06.2002,C,,11.2,
HELLAS-SAT-2G,GRC,,39,18.10.2013,C,,11.2,
HELLAS-SAT-3G,GRC,,39,07.03.2016,C,,A30B#8.1,
HERA,F,ESA,N-GSO,01.10.2024,N,08.04.2029,11.2,
HIBLEO-2,USA,,N-GSO,05.05.1998,C,,11.2,
HIBLEO-2FL,USA,,N-GSO,05.06.1997,C,,11.2,
HIBLEO-2FL2,USA,,N-GSO,09.12.2011,C,,11.2,
HIBLEO-2FL2,USA,,N-GSO,09.06.2018,C,,11.2,
HIBLEO-4,USA,,N-GSO,28.04.1998,C,,11.2,
HIBLEO-4FL,USA,,N-GSO,28.04.1998,C,,11.2,
HIBLEO-X,F,,N-GSO,01.09.2010,C,,11.2,
HIMAWARI-140E,J,,140.7,16.10.2014,C,,11.2,
HIMAWARI-8-140E,J,,140.7,16.10.2014,C,,11.2,
HISPASAT 2A 36W,E,,-36,20.09.2013,C,,11.2,
HISPASAT 2A 36W,E,,-36,05.05.2015,C,,11.2,
HISPASAT 3C,E,,-30,15.05.2004,C,,5.1.2,
HISPASAT 3E,E,,-30,15.05.2004,C,,5.1.2,
HISPASAT-1,E,,-30,01.09.1992,C,,5.1.6,
HISPASAT-1,E,,-30,01.09.1992,C,,11.2,
HISPASAT-1,E,,-30,01.09.1992,C,,5.1.2,
HISPASAT-1,E,,-30,01.12.1995,C,,5.1.2,
HISPASAT-1,E,,-30,01.12.1995,C,,5.1.6,
HISPASAT-1,E,,-30,01.12.1998,C,,5.1.2,
HISPASAT-1,E,,-30,01.12.1998,C,,5.1.6,
HISPASAT-10A,E,,-30,23.06.2018,C,,11.2,
HISPASAT-16A,E,,-36,23.05.2017,C,,11.2,
HISPASAT-1C,E,,-30,01.10.2000,C,,A30B#8.1,
HISPASAT-1D KU,E,,-30,30.11.2002,C,,11.2,
HISPASAT-1E,E,,-30,02.07.2013,C,,A30B#8.1,
HISPASAT-1E-M,E,,-30,23.06.2018,C,,A30B#8.1,
HISPASAT-2,E,,-30,16.02.2000,C,,5.1.6,
HISPASAT-2,E,,-30,16.02.2000,C,,5.1.2,
HISPASAT-20A,E,,-30,23.06.2018,C,,11.2,
HISPASAT-2A KU,E,,-30,30.10.2002,C,,11.2,
HISPASAT-2A X,E,,-30,15.01.2005,C,,11.2,
HISPASAT-2AKA,E,,-30,03.05.2005,C,,11.2,
HISPASAT-2B 30KA,E,,-30,23.04.2006,C,,11.2,
HISPASAT-2B KU,E,,-30,16.02.2000,C,,11.2,
HISPASAT-2C3 KU,E,,-30,16.02.2000,C,,11.2,
HISPASAT-2D KU,E,,-30,01.09.2002,C,,11.2,
HISPASAT-3,E,,-30,16.02.2000,C,,5.1.2,
HISPASAT-3,E,,-30,16.02.2000,C,,5.1.6,
HISPASAT-37A,E,,-30,23.02.2011,C,,5.1.6,
HISPASAT-37A,E,,-30,23.02.2011,C,,5.1.2,
HISPASAT-3A,E,,-30,01.03.2016,C,,11.2,
HISPASAT-7A,E,,-36,23.05.2017,C,,11.2,
HJ-1-ABC,CHN,,N-GSO,06.09.2008,C,,11.2,
HJ-2-AB,CHN,,N-GSO,27.09.2020,C,,11.2,
HMG-SAT-01A,G,,95,01.12.2021,C,,11.2,
HODOYOSHI,J,,N-GSO,14.07.2017,C,,11.2,
HODOYOSHI-3-4,J,,N-GSO,20.06.2014,C,,11.2,
HOL-MG-ANS-002,HOL,,N-GSO,21.10.2018,C,,11.2,
HTV/JEM-MISSION,J,,N-GSO,25.05.2020,C,,11.2,
HTV-R,J,,N-GSO,11.09.2009,C,,11.2,
HXMT,CHN,,N-GSO,01.11.2016,C,,11.2,
HY-1,CHN,,N-GSO,20.05.2002,C,,11.2,
HY-1CD,CHN,,N-GSO,07.09.2018,C,,11.2,
HY-2,CHN,,N-GSO,16.08.2011,C,,11.2,
HY-2N,CHN,,N-GSO,25.10.2018,C,,11.2,
HY-2N,CHN,,N-GSO,25.07.2024,N,25.07.2024,11.2,
HYSIS,IND,,N-GSO,29.11.2018,C,,11.2,
HYTI,USA,,N-GSO,02.02.2028,N,02.02.2028,11.2,
IBEX,USA,,N-GSO,19.10.2008,C,,11.2,
IBS-9E,I,,9,08.03.2016,C,,5.1.2,
IBS-9E,I,,9,08.03.2016,C,,5.1.6,
ICARUS,D,,N-GSO,01.03.2020,C,,11.2,
ICESAT-2,USA,,N-GSO,15.09.2018,C,,11.2,
ICEYE,FIN,,N-GSO,30.01.2026,N,30.01.2026,11.2,
ICEYE-POC,FIN,,N-GSO,14.10.2017,C,,11.2,
ICO-G,G,,-93,29.05.2009,C,,11.2,
ICON,USA,,N-GSO,10.10.2019,C,,11.2,
ICO-P,G,,N-GSO,20.01.2004,C,,11.2,
IKAROS,J,,N-GSO,21.05.2010,C,,11.2,
INDEX-1,J,,N-GSO,23.08.2005,C,,11.2,
INDOSTAR-110E,INS,,108.2,01.01.2014,C,,11.2,
INDOSTAR-110E-K,INS,,108.2,01.11.2014,C,,11.2,
IND-SATS-93.5E,IND,,93.5,11.07.2017,C,,11.2,
INFOSAT-B,KOR,,113,20.01.2005,C,,11.2,
INFOSAT-C,KOR,,116,15.11.1999,C,,11.2,
INGENIO_R,E,,N-GSO,24.03.2023,N,20.05.2023,11.2,
INMARSAT GSO-2J,G,,-54,23.01.2006,C,,11.2,
INMARSAT GSO-2N,G,,64,28.05.2005,C,,11.2,
INMARSAT-3 AOR WEST2,G,,-54,26.07.1997,C,,11.2,
INMARSAT-3 AOR WEST3,G,,-98,01.07.1999,C,,11.2,
INMARSAT-3 AOR WEST3,G,,-98,31.03.2005,C,,11.2,
INMARSAT-3 IOR WEST,G,,25,03.02.1998,C,,11.2,
INMARSAT-3 IOR WEST,G,,25,01.04.1999,C,,11.2,
INMARSAT-3 IOR-1,G,,64,30.11.1994,C,,11.2,
INMARSAT-3 IOR-1,G,,64,11.05.1996,C,,11.2,
INMARSAT-3 IOR-1,G,,64,12.02.1998,C,,11.2,
INMARSAT-3 POR-2,G,,178,25.01.1997,C,,11.2,
INMARSAT-3 POR-2,G,,178,12.02.1998,C,,11.2,
INMARSAT-3 POR-3,G,,143.5,02.06.2003,C,,11.2,
INMARSAT-4 143.5E,G,,143.5,24.02.2009,C,,11.2,
INMARSAT-4 25E,G,,25,23.01.2006,C,,11.2,
INMARSAT-4 98W,G,,-98,07.01.2009,C,,11.2,
INMARSAT-4A 143.5E,G,,143.5,19.02.2014,C,,11.2,
INMARSAT-4A 25E,G,,25,07.01.2014,C,,11.2,
INMARSAT-4A 98W,G,,-98,17.02.2014,C,,11.2,
INMARSAT-4B 64E,G,,64,06.12.2015,C,,11.2,
INMARSAT-4B 64E,G,,64,20.10.2020,C,,11.2,
INMARSAT-6-143.5E,G,,143.5,20.10.2020,C,,11.2,
INMARSAT-6-28W,G,,-28,14.07.2022,C,,11.2,
INMARSAT-6-83E5,G,,83.5,08.01.2023,C,,11.2,
INMARSAT-6-98W,G,,-98,20.10.2020,C,,11.2,
INMARSAT-8-11E,G,,11,11.08.2020,C,,11.2,
INMARSAT-KA 180E,G,,180,01.07.2016,C,,11.2,
INMARSAT-KA 55W,G,,-55,31.12.2015,C,,11.2,
INMARSAT-KA 63E,G,,63,01.07.2014,C,,11.2,
INMARSAT-KA 83.5E,G,,83.5,08.08.2017,C,,11.2,
INMARSAT-S4-R,G,,39,09.08.2017,C,,11.2,
INMARSAT-XL1,G,,25,20.11.2014,C,,11.2,
INORBIT NOW MK01,I,,N-GSO,31.08.2019,C,,11.2,
INS-2,IND,,N-GSO,14.02.2022,C,,11.2,
INS-2,IND,,N-GSO,10.02.2023,C,,11.2,
INS-2,IND,,N-GSO,10.02.2023,N,12.02.2028,11.2,
INSAT-1B,IND,,74,15.04.1982,C,,11.2,
INSAT-1B,IND,,74,01.12.1984,C,,11.2,
INSAT-2(48),IND,,48,14.05.2001,C,,11.2,
INSAT-2(48),IND,,48,10.04.2002,C,,11.2,
INSAT-2(55),IND,,55,17.01.1998,C,,11.2,
INSAT-2(74),IND,,74,15.08.1992,C,,11.2,
INSAT-2(74),IND,,74,31.01.1994,C,,11.2,
INSAT-2(83),IND,,83,30.07.1993,C,,11.2,
INSAT-2(83),IND,,83,15.01.2008,C,,11.2,
INSAT-2(93.5),IND,,93.5,07.01.1994,C,,11.2,
INSAT-2A,IND,,83,30.07.1993,C,,A30B#8.1,
INSAT-2B,IND,,93.5,07.01.1994,C,,A30B#8.1,
INSAT-2C,IND,,74,31.12.1992,C,,A30B#8.1,
