Network Name,Longitude,ITU Administration,Previous Name,Planned or Non-Planned,Highest Maturity,Brought-into-Use Date,Late-Stage Filing Date,Early-Stage Filing Date,Suspensions,Link
N-SAT-Y18-143W,-143.0,J ,n/a,Non-Planned,C,n/a,n/a,2018-01-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-143W&sel_satname=N-SAT-Y18-143W&plan_id=
F-SAT-30B-141.5W,-141.5,F ,n/a,Planned,P,n/a,n/a,2017-12-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-141.5W&sel_satname=F-SAT-30B-141.5W&plan_id=plan
F-SAT-N7-141.5W,-141.5,F ,n/a,Non-Planned,C,n/a,n/a,2019-07-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-141.5W&sel_satname=F-SAT-N7-141.5W&plan_id=
P92-5A,-141.0,USA ,n/a,Non-Planned,N,2021-12-29,2022-04-11,2015-06-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P92-5A&sel_satname=P92-5A&plan_id=
USLL-PAC2,-141.0,USA ,n/a,Non-Planned,N,2001-01-01,1996-06-14,1995-06-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USLL-PAC2&sel_satname=USLL-PAC2&plan_id=
P-197-3,-141.0,USA ,n/a,Non-Planned,N,1997-01-01,1997-11-18,1996-04-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P-197-3&sel_satname=P-197-3&plan_id=
USTRO-3,-141.0,USA ,n/a,Non-Planned,N,2005-06-07,1997-11-14,1996-12-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USTRO-3&sel_satname=USTRO-3&plan_id=
USCSID-W1,-141.0,USA ,n/a,Non-Planned,N,1994-10-01,1996-02-07,1995-08-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USCSID-W1&sel_satname=USCSID-W1&plan_id=
P92-5,-141.0,USA ,n/a,Non-Planned,N,1992-01-01,1996-04-11,1995-03-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P92-5&sel_satname=P92-5&plan_id=
F-SAT-N4-139W_1,-139.0,F ,n/a,Non-Planned,C,n/a,n/a,2014-12-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N4-139W_1&sel_satname=F-SAT-N4-139W_1&plan_id=
F-SAT-N4-139W,-139.0,F ,F-SAT-N4-142W,Non-Planned,N,2021-03-01,2021-05-12,2014-12-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N4-139W&sel_satname=F-SAT-N4-139W&plan_id=
F-SAT-N8-139W,-139.0,F ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-139W&sel_satname=F-SAT-N8-139W&plan_id=
NSS-G8 139W,-139.0,HOL ,n/a,Non-Planned,C,n/a,n/a,2018-10-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G8+139W&sel_satname=NSS-G8+139W&plan_id=
USASAT-71R,-139.0,USA ,n/a,Non-Planned,C,n/a,n/a,2017-09-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-71R&sel_satname=USASAT-71R&plan_id=
F-SAT-N6-139W,-139.0,F ,n/a,Non-Planned,C,n/a,n/a,2017-07-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-139W&sel_satname=F-SAT-N6-139W&plan_id=
USASAT-22I,-139.0,USA ,n/a,Non-Planned,N,1991-07-14,1992-09-20,1992-03-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-22I&sel_satname=USASAT-22I&plan_id=
F-SAT-30B-139W,-139.0,F ,n/a,Planned,P,n/a,n/a,2018-03-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-139W&sel_satname=F-SAT-30B-139W&plan_id=plan
CHNNEWSAT-G1-138W,-138.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2017-11-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-138W&sel_satname=CHNNEWSAT-G1-138W&plan_id=
CHNNEWSAT-G2-138W,-138.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G2-138W&sel_satname=CHNNEWSAT-G2-138W&plan_id=
NSS-FSS-137W,-137.0,HOL ,n/a,Planned,P,n/a,n/a,2017-12-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-137W&sel_satname=NSS-FSS-137W&plan_id=plan
NSS-FSS 137W,-137.0,HOL ,n/a,Planned,P,n/a,n/a,2016-12-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS+137W&sel_satname=NSS-FSS+137W&plan_id=plan
USASAT-101G,-137.0,USA ,n/a,Planned,P,n/a,n/a,2021-06-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=USASAT-101G&sel_satname=USASAT-101G&plan_id=plan
ODYSSEY-137W,-137.0,D ,n/a,Non-Planned,C,n/a,n/a,2018-06-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-137W&sel_satname=ODYSSEY-137W&plan_id=
USASAT-22G,-137.0,USA ,n/a,Non-Planned,N,1996-04-01,1991-03-05,1990-05-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-22G&sel_satname=USASAT-22G&plan_id=
USASAT-22J,-137.0,USA ,n/a,Non-Planned,N,2004-01-31,2005-08-08,1995-12-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-22J&sel_satname=USASAT-22J&plan_id=
GOES-WEST-4,-137.0,USA ,n/a,Non-Planned,N,2019-02-12,2019-06-06,2012-08-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GOES-WEST-4&sel_satname=GOES-WEST-4&plan_id=
KYPROS-137W,-137.0,CYP ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-137W&sel_satname=KYPROS-137W&plan_id=
NSS-G7 137W,-137.0,HOL ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G7+137W&sel_satname=NSS-G7+137W&plan_id=
NSS-G8-137W,-137.0,HOL ,n/a,Non-Planned,C,n/a,n/a,2017-12-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G8-137W&sel_satname=NSS-G8-137W&plan_id=
USASAT-60A-1,-137.0,USA ,n/a,Non-Planned,C,n/a,n/a,2018-05-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-60A-1&sel_satname=USASAT-60A-1&plan_id=
ODYSSEY-137W-1,-137.0,D ,n/a,Non-Planned,C,n/a,n/a,2020-08-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-137W-1&sel_satname=ODYSSEY-137W-1&plan_id=
USASAT-85A,-137.0,USA ,n/a,Non-Planned,C,n/a,n/a,2021-06-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-85A&sel_satname=USASAT-85A&plan_id=
GTM00000,-135.7,GTM ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GTM00000&sel_satname=GTM00000&plan_id=plan
LUX-G8-36,-135.0,LUX ,n/a,Non-Planned,N,2017-08-01,2017-10-27,2011-04-13,"[['T', '2023-02-14', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-G8-36&sel_satname=LUX-G8-36&plan_id=
LUX-G15-37,-135.0,LUX ,n/a,Non-Planned,C,n/a,n/a,2020-12-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G15-37&sel_satname=LUX-G15-37&plan_id=
DIMENSION-7,-135.0,G ,n/a,Non-Planned,C,n/a,n/a,2019-02-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DIMENSION-7&sel_satname=DIMENSION-7&plan_id=
NSS-FSS 135W-1,-135.0,HOL ,n/a,Planned,P,n/a,n/a,2018-08-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS+135W-1&sel_satname=NSS-FSS+135W-1&plan_id=plan
USASAT-22K,-135.0,USA ,n/a,Non-Planned,N,2004-01-31,2005-08-08,1995-12-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-22K&sel_satname=USASAT-22K&plan_id=
NSS-G7 135W,-135.0,HOL ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G7+135W&sel_satname=NSS-G7+135W&plan_id=
USGOVSAT-3R,-135.0,USA ,n/a,Non-Planned,N,2014-10-14,2015-02-11,2010-05-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGOVSAT-3R&sel_satname=USGOVSAT-3R&plan_id=
USASAT-21A,-135.0,USA ,n/a,Non-Planned,N,1995-02-21,1991-03-05,1988-08-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-21A&sel_satname=USASAT-21A&plan_id=
USGCSS PH3B E PAC,-135.0,USA ,n/a,Non-Planned,N,1992-07-01,1991-07-10,1990-06-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGCSS+PH3B+E+PAC&sel_satname=USGCSS+PH3B+E+PAC&plan_id=
USASAT-50B,-133.0,USA ,n/a,Non-Planned,N,2011-09-21,2011-08-08,2004-09-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-50B&sel_satname=USASAT-50B&plan_id=
USASAT-22A,-133.0,USA ,n/a,Non-Planned,N,1994-02-19,1990-04-30,1989-04-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-22A&sel_satname=USASAT-22A&plan_id=
USASAT-35Y,-133.0,USA ,n/a,Non-Planned,N,2005-05-01,2005-10-14,1996-05-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-35Y&sel_satname=USASAT-35Y&plan_id=
USASAT-80D,-133.0,USA ,n/a,Non-Planned,C,n/a,n/a,2017-06-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-80D&sel_satname=USASAT-80D&plan_id=
F-SAT-N8-133W,-133.0,F ,n/a,Non-Planned,C,n/a,n/a,2020-07-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-133W&sel_satname=F-SAT-N8-133W&plan_id=
F-SAT-N4-133W,-133.0,F ,F-SAT-N4-129W,Non-Planned,N,2018-09-01,2021-04-30,2014-12-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N4-133W&sel_satname=F-SAT-N4-133W&plan_id=
USASAT-80D-1,-133.0,USA ,n/a,Non-Planned,C,n/a,n/a,2022-11-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-80D-1&sel_satname=USASAT-80D-1&plan_id=
F-SAT-30B-133W,-133.0,F ,n/a,Planned,P,n/a,n/a,2020-01-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-133W&sel_satname=F-SAT-30B-133W&plan_id=plan
F-SAT-E-30B-133W,-133.0,F ,n/a,Planned,N,n/a,2022-11-16,2015-01-06,"[['T', '2022-12-01', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-E-30B-133W&sel_satname=F-SAT-E-30B-133W&plan_id=plan
F-SAT-N6-133W,-133.0,F ,n/a,Non-Planned,C,n/a,n/a,2017-07-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-133W&sel_satname=F-SAT-N6-133W&plan_id=
CHNNEWSAT-G1-132W,-132.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2017-11-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-132W&sel_satname=CHNNEWSAT-G1-132W&plan_id=
NSS-G4-6,-131.0,HOL ,n/a,Non-Planned,N,2017-12-19,2017-11-06,2012-07-04,"[['T', '2023-06-05', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-G4-6&sel_satname=NSS-G4-6&plan_id=
HISPASAT-67A,-131.0,E ,n/a,Non-Planned,C,n/a,n/a,2017-07-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-67A&sel_satname=HISPASAT-67A&plan_id=
DIMENSION-6,-131.0,G ,n/a,Non-Planned,C,n/a,n/a,2019-02-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DIMENSION-6&sel_satname=DIMENSION-6&plan_id=
SE-8-131W,-131.0,NOR ,n/a,Non-Planned,C,n/a,n/a,2019-03-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-8-131W&sel_satname=SE-8-131W&plan_id=
HISPASAT-1-131W,-131.0,E ,n/a,Non-Planned,C,n/a,n/a,2021-02-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-131W&sel_satname=HISPASAT-1-131W&plan_id=
NSS-G7-131W,-131.0,HOL ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G7-131W&sel_satname=NSS-G7-131W&plan_id=
NSS-FSS 131W,-131.0,HOL ,n/a,Planned,P,n/a,n/a,2016-12-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS+131W&sel_satname=NSS-FSS+131W&plan_id=plan
USASAT-35A,-131.0,USA ,n/a,Non-Planned,N,2004-11-04,2005-11-23,1996-05-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-35A&sel_satname=USASAT-35A&plan_id=
USASAT-22H,-131.0,USA ,n/a,Non-Planned,N,1996-04-03,1991-03-05,1989-11-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-22H&sel_satname=USASAT-22H&plan_id=
SLV00000,-130.5,SLV ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SLV00000&sel_satname=SLV00000&plan_id=plan
USGCSS PH3 E PAC-2,-130.0,USA ,n/a,Non-Planned,N,1989-11-18,1988-07-19,1987-10-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGCSS+PH3+E+PAC-2&sel_satname=USGCSS+PH3+E+PAC-2&plan_id=
GOES-2-130W,-130.0,USA ,n/a,Non-Planned,C,n/a,n/a,2018-08-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GOES-2-130W&sel_satname=GOES-2-130W&plan_id=
USGOVSAT-4A,-130.0,USA ,n/a,Non-Planned,C,2023-02-10,2023-04-20,2016-04-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-4A&sel_satname=USGOVSAT-4A&plan_id=
USGCSS PH3B E PAC-2,-130.0,USA ,n/a,Non-Planned,N,1997-07-23,1992-02-14,1990-12-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGCSS+PH3B+E+PAC-2&sel_satname=USGCSS+PH3B+E+PAC-2&plan_id=
USGOVSAT-4B,-130.0,USA ,n/a,Non-Planned,C,n/a,n/a,2022-10-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-4B&sel_satname=USGOVSAT-4B&plan_id=
GIBSAT-FSS-G14 129W,-129.0,G ,n/a,Planned,N,n/a,2022-11-28,2014-12-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GIBSAT-FSS-G14+129W&sel_satname=GIBSAT-FSS-G14+129W&plan_id=plan
LUX-G9-38,-129.0,LUX ,n/a,Non-Planned,N,2017-12-23,2017-12-12,2012-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-G9-38&sel_satname=LUX-G9-38&plan_id=
LUX-G9-38-A,-129.0,LUX ,n/a,Non-Planned,N,2017-12-23,2017-12-12,2014-12-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-G9-38-A&sel_satname=LUX-G9-38-A&plan_id=
DSAT-W129,-129.0,D ,n/a,Non-Planned,A,n/a,n/a,2021-12-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=DSAT-W129&sel_satname=DSAT-W129&plan_id=
GIBSAT-129W-B,-129.0,G ,n/a,Non-Planned,N,2017-12-23,2017-12-21,2011-05-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GIBSAT-129W-B&sel_satname=GIBSAT-129W-B&plan_id=
GIBSAT-129W,-129.0,G ,AMC-129W,Non-Planned,N,2015-08-19,2015-12-21,2010-01-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=GIBSAT-129W&sel_satname=GIBSAT-129W&plan_id=
CAN-BSS7 TTC,-129.0,CAN ,n/a,Non-Planned,N,2013-01-16,2013-05-16,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CAN-BSS7+TTC&sel_satname=CAN-BSS7+TTC&plan_id=
USASAT-24N,-129.0,USA ,n/a,Non-Planned,N,1999-11-02,1996-06-01,1995-12-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-24N&sel_satname=USASAT-24N&plan_id=
GOES-2-128W,-128.0,USA ,n/a,Non-Planned,C,n/a,n/a,2018-08-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GOES-2-128W&sel_satname=GOES-2-128W&plan_id=
TON00000,-128.0,TON ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=TON00000&sel_satname=TON00000&plan_id=plan
USLL-PAC6,-127.0,USA ,n/a,Non-Planned,N,2018-03-02,2018-03-08,2011-05-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USLL-PAC6&sel_satname=USLL-PAC6&plan_id=
USASAT-35C,-127.0,USA ,n/a,Non-Planned,N,2005-05-01,2005-10-14,1996-05-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-35C&sel_satname=USASAT-35C&plan_id=
N-SAT-127W,-127.0,J ,n/a,Non-Planned,N,2003-12-25,1998-01-19,1997-05-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-127W&sel_satname=N-SAT-127W&plan_id=
USASAT-24O,-127.0,USA ,n/a,Non-Planned,N,1996-05-24,1997-09-01,1995-12-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-24O&sel_satname=USASAT-24O&plan_id=
USASAT-50A,-127.0,USA ,n/a,Non-Planned,N,2011-09-21,2011-08-08,2004-09-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-50A&sel_satname=USASAT-50A&plan_id=
UKFSS-127W,-127.0,G ,n/a,Planned,P,n/a,n/a,2017-01-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UKFSS-127W&sel_satname=UKFSS-127W&plan_id=plan
ODYSSEY FSS-127W,-127.0,D ,n/a,Planned,P,n/a,n/a,2019-11-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY+FSS-127W&sel_satname=ODYSSEY+FSS-127W&plan_id=plan
N-SAT-Y22-127W,-127.0,J ,n/a,Non-Planned,C,n/a,n/a,2022-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-127W&sel_satname=N-SAT-Y22-127W&plan_id=
IOMSAT-127W,-127.0,G ,n/a,Non-Planned,C,n/a,n/a,2021-05-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IOMSAT-127W&sel_satname=IOMSAT-127W&plan_id=
ODYSSEY-127W-1,-127.0,D ,n/a,Non-Planned,C,n/a,n/a,2018-12-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-127W-1&sel_satname=ODYSSEY-127W-1&plan_id=
N-SAT-Y18-127W,-127.0,J ,n/a,Non-Planned,N,2025-01-23,2023-01-05,2018-01-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT-Y18-127W&sel_satname=N-SAT-Y18-127W&plan_id=
USNN-3,-127.0,USA ,n/a,Non-Planned,N,2013-03-18,2012-12-17,2007-07-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USNN-3&sel_satname=USNN-3&plan_id=
NFP-SAT-Y16-127W,-127.0,J ,n/a,Planned,P,n/a,n/a,2016-09-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NFP-SAT-Y16-127W&sel_satname=NFP-SAT-Y16-127W&plan_id=plan
SMO00000,-125.5,SMO ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SMO00000&sel_satname=SMO00000&plan_id=plan
CHNNEWSAT-G1-125W,-125.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2017-11-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-125W&sel_satname=CHNNEWSAT-G1-125W&plan_id=
USASAT-22B,-125.0,USA ,n/a,Non-Planned,N,1992-03-13,1990-04-30,1989-04-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-22B&sel_satname=USASAT-22B&plan_id=
USASAT-35D,-125.0,USA ,n/a,Non-Planned,N,2004-02-06,2004-05-21,1996-05-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-35D&sel_satname=USASAT-35D&plan_id=
AM-SAT 125W,-125.0,G ,n/a,Non-Planned,N,2008-09-28,2010-10-29,2003-11-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=AM-SAT+125W&sel_satname=AM-SAT+125W&plan_id=
USASAT-80C,-125.0,USA ,n/a,Non-Planned,C,n/a,n/a,2017-06-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-80C&sel_satname=USASAT-80C&plan_id=
USASAT-80C-1,-125.0,USA ,n/a,Non-Planned,C,n/a,n/a,2018-04-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-80C-1&sel_satname=USASAT-80C-1&plan_id=
CHNNEWSAT-G2-125W,-125.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G2-125W&sel_satname=CHNNEWSAT-G2-125W&plan_id=
USASAT-50C,-125.0,USA ,n/a,Non-Planned,N,2011-09-21,2011-08-19,2004-09-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-50C&sel_satname=USASAT-50C&plan_id=
GIBSAT-FSS 125W,-125.0,G ,n/a,Planned,P,n/a,n/a,2015-08-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GIBSAT-FSS+125W&sel_satname=GIBSAT-FSS+125W&plan_id=plan
USASAT-101F,-125.0,USA ,n/a,Planned,P,n/a,n/a,2018-05-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=USASAT-101F&sel_satname=USASAT-101F&plan_id=plan
UKNETSAT-124.9W,-124.9,G ,n/a,Non-Planned,C,n/a,n/a,2017-01-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKNETSAT-124.9W&sel_satname=UKNETSAT-124.9W&plan_id=
UKFSS-124.9W,-124.9,G ,n/a,Planned,P,n/a,n/a,2017-01-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UKFSS-124.9W&sel_satname=UKFSS-124.9W&plan_id=plan
USGAE-25A,-124.2,USA ,n/a,Non-Planned,N,2021-04-22,2021-09-07,2015-09-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGAE-25A&sel_satname=USGAE-25A&plan_id=
